region_name,item_description,total_value,regional_total,percentage
Gujarat,00000000008100001522,57960.000000000,2896805871761.100000000,0.000002001
Gujarat,00000000008100019376,57960.000000000,2896805871761.100000000,0.000002001
Gujarat,00000000008100001865,57960.000000000,2896805871761.100000000,0.000002001
Gujarat,00000000008100018273,57945.000000000,2896805871761.100000000,0.000002000
Gujarat,00000000008100003004,57945.000000000,2896805871761.100000000,0.000002000
Gujarat,00000000008100017495,57945.000000000,2896805871761.100000000,0.000002000
Gujarat,00000000008100017032,57930.000000000,2896805871761.100000000,0.000002000
Gujarat,00000000008100021937,57930.000000000,2896805871761.100000000,0.000002000
Gujarat,00000000008100016470,57930.000000000,2896805871761.100000000,0.000002000
Gujarat,00000000008100003948,57930.000000000,2896805871761.100000000,0.000002000
Gujarat,00000000008100016411,57915.000000000,2896805871761.100000000,0.000001999
Gujarat,00000000008100019022,57915.000000000,2896805871761.100000000,0.000001999
Gujarat,00000000008100019914,57900.000000000,2896805871761.100000000,0.000001999
Gujarat,00000000008100003671,57900.000000000,2896805871761.100000000,0.000001999
Gujarat,00000000008100017500,57900.000000000,2896805871761.100000000,0.000001999
Gujarat,00000000008100002972,57895.000000000,2896805871761.100000000,0.000001999
Gujarat,00000000008100009739,57888.000000000,2896805871761.100000000,0.000001998
Gujarat,00000000008100021626,57885.000000000,2896805871761.100000000,0.000001998
Gujarat,00000000008100021349,57885.000000000,2896805871761.100000000,0.000001998
Gujarat,00000000008100003906,57885.000000000,2896805871761.100000000,0.000001998
Gujarat,00000000008100016418,57885.000000000,2896805871761.100000000,0.000001998
Gujarat,00000000008100016454,57885.000000000,2896805871761.100000000,0.000001998
Gujarat,00000000008100017022,57885.000000000,2896805871761.100000000,0.000001998
Gujarat,00000000008100017026,57885.000000000,2896805871761.100000000,0.000001998
Gujarat,00000000008100001444,57870.000000000,2896805871761.100000000,0.000001998
Gujarat,00000000008100002971,57855.000000000,2896805871761.100000000,0.000001997
Gujarat,00000000008100016466,57855.000000000,2896805871761.100000000,0.000001997
Gujarat,00000000008100016449,57855.000000000,2896805871761.100000000,0.000001997
Gujarat,00000000008100016781,57840.000000000,2896805871761.100000000,0.000001997
Gujarat,00000000008100001519,57840.000000000,2896805871761.100000000,0.000001997
Gujarat,00000000008100021923,57840.000000000,2896805871761.100000000,0.000001997
Gujarat,00000000008100018077,57840.000000000,2896805871761.100000000,0.000001997
Gujarat,00000000008100003217,57840.000000000,2896805871761.100000000,0.000001997
Gujarat,00000000008100003254,57840.000000000,2896805871761.100000000,0.000001997
Gujarat,00000000008100016523,57825.000000000,2896805871761.100000000,0.000001996
Gujarat,00000000008100018016,57825.000000000,2896805871761.100000000,0.000001996
Gujarat,00000000008100002293,57825.000000000,2896805871761.100000000,0.000001996
Gujarat,00000000008100016763,57810.000000000,2896805871761.100000000,0.000001996
Gujarat,00000000008100021824,57795.000000000,2896805871761.100000000,0.000001995
Gujarat,00000000008100021789,57795.000000000,2896805871761.100000000,0.000001995
Gujarat,00000000008100001526,57780.000000000,2896805871761.100000000,0.000001995
Gujarat,00000000008100021596,57780.000000000,2896805871761.100000000,0.000001995
Gujarat,00000000008100020003,57765.000000000,2896805871761.100000000,0.000001994
Gujarat,00000000008100016942,57765.000000000,2896805871761.100000000,0.000001994
Gujarat,00000000008100017536,57765.000000000,2896805871761.100000000,0.000001994
Gujarat,00000000008100016776,57750.000000000,2896805871761.100000000,0.000001994
Gujarat,00000000008100020137,57750.000000000,2896805871761.100000000,0.000001994
Gujarat,00000000008100020805,57735.000000000,2896805871761.100000000,0.000001993
Gujarat,00000000008100018062,57735.000000000,2896805871761.100000000,0.000001993
Gujarat,00000000008100001986,57735.000000000,2896805871761.100000000,0.000001993
Gujarat,00000000008100016796,57720.000000000,2896805871761.100000000,0.000001993
Gujarat,00000000008100021828,57720.000000000,2896805871761.100000000,0.000001993
Gujarat,00000000008100018663,57720.000000000,2896805871761.100000000,0.000001993
Gujarat,00000000008100021831,57720.000000000,2896805871761.100000000,0.000001993
Gujarat,00000000008100016524,57720.000000000,2896805871761.100000000,0.000001993
Gujarat,00000000008100017514,57720.000000000,2896805871761.100000000,0.000001993
Gujarat,00000000008100003021,57705.000000000,2896805871761.100000000,0.000001992
Gujarat,00000000008100018636,57705.000000000,2896805871761.100000000,0.000001992
Gujarat,00000000008100015324,57700.000000000,2896805871761.100000000,0.000001992
Gujarat,00000000008100016706,57690.000000000,2896805871761.100000000,0.000001992
Gujarat,00000000008100021777,57690.000000000,2896805871761.100000000,0.000001992
Gujarat,00000000008100018639,57675.000000000,2896805871761.100000000,0.000001991
Gujarat,00000000008100002152,57675.000000000,2896805871761.100000000,0.000001991
Gujarat,00000000008100001904,57675.000000000,2896805871761.100000000,0.000001991
Gujarat,00000000008100021384,57675.000000000,2896805871761.100000000,0.000001991
Gujarat,00000000008100021154,57675.000000000,2896805871761.100000000,0.000001991
Gujarat,00000000008100003259,57675.000000000,2896805871761.100000000,0.000001991
Gujarat,00000000008100018187,57675.000000000,2896805871761.100000000,0.000001991
Gujarat,00000000008100009263,57668.000000000,2896805871761.100000000,0.000001991
Gujarat,00000000008100001632,57660.000000000,2896805871761.100000000,0.000001990
Gujarat,00000000008100003908,57660.000000000,2896805871761.100000000,0.000001990
Gujarat,00000000008100017843,57660.000000000,2896805871761.100000000,0.000001990
Gujarat,00000000008100020163,57660.000000000,2896805871761.100000000,0.000001990
Gujarat,00000000008100003905,57645.000000000,2896805871761.100000000,0.000001990
Gujarat,00000000008100016780,57645.000000000,2896805871761.100000000,0.000001990
Gujarat,00000000008100002156,57645.000000000,2896805871761.100000000,0.000001990
Gujarat,00000000008100021922,57645.000000000,2896805871761.100000000,0.000001990
Gujarat,00000000008100021820,57645.000000000,2896805871761.100000000,0.000001990
Gujarat,00000000008100017081,57645.000000000,2896805871761.100000000,0.000001990
Gujarat,00000000008100021788,57615.000000000,2896805871761.100000000,0.000001989
Gujarat,00000000008100017998,57615.000000000,2896805871761.100000000,0.000001989
Gujarat,00000000008100019300,57615.000000000,2896805871761.100000000,0.000001989
Gujarat,00000000008100016617,57600.000000000,2896805871761.100000000,0.000001988
Gujarat,00000000008100016894,57600.000000000,2896805871761.100000000,0.000001988
Gujarat,00000000008100021918,57600.000000000,2896805871761.100000000,0.000001988
Gujarat,00000000008100016627,57600.000000000,2896805871761.100000000,0.000001988
Gujarat,00000000008100021687,57570.000000000,2896805871761.100000000,0.000001987
Gujarat,00000000008100021416,57570.000000000,2896805871761.100000000,0.000001987
Gujarat,00000000008100016949,57570.000000000,2896805871761.100000000,0.000001987
Gujarat,00000000008100017537,57555.000000000,2896805871761.100000000,0.000001987
Gujarat,00000000008100016490,57555.000000000,2896805871761.100000000,0.000001987
Gujarat,00000000008100021900,57540.000000000,2896805871761.100000000,0.000001986
Gujarat,00000000008100022337,57540.000000000,2896805871761.100000000,0.000001986
Gujarat,00000000008100016799,57540.000000000,2896805871761.100000000,0.000001986
Gujarat,00000000008100021323,57540.000000000,2896805871761.100000000,0.000001986
Gujarat,00000000008100021192,57540.000000000,2896805871761.100000000,0.000001986
Gujarat,00000000008100006345,57531.000000000,2896805871761.100000000,0.000001986
Gujarat,00000000008100021586,57525.000000000,2896805871761.100000000,0.000001986
Gujarat,00000000008100020111,57525.000000000,2896805871761.100000000,0.000001986
Gujarat,00000000008100021772,57525.000000000,2896805871761.100000000,0.000001986
Gujarat,00000000008100001621,57525.000000000,2896805871761.100000000,0.000001986
Gujarat,00000000008100021919,57510.000000000,2896805871761.100000000,0.000001985
Gujarat,00000000008100020131,57495.000000000,2896805871761.100000000,0.000001985
Gujarat,00000000008100021359,57480.000000000,2896805871761.100000000,0.000001984
Gujarat,00000000008100016630,57480.000000000,2896805871761.100000000,0.000001984
Gujarat,00000000008100016438,57480.000000000,2896805871761.100000000,0.000001984
Gujarat,00000000008100003256,57465.000000000,2896805871761.100000000,0.000001984
Gujarat,00000000008100017033,57465.000000000,2896805871761.100000000,0.000001984
Gujarat,00000000008100021823,57465.000000000,2896805871761.100000000,0.000001984
Gujarat,00000000008100021153,57450.000000000,2896805871761.100000000,0.000001983
Gujarat,00000000008100018626,57450.000000000,2896805871761.100000000,0.000001983
Gujarat,00000000008100022049,57435.000000000,2896805871761.100000000,0.000001983
Gujarat,00000000008100016465,57435.000000000,2896805871761.100000000,0.000001983
Gujarat,00000000008100020847,57435.000000000,2896805871761.100000000,0.000001983
Gujarat,00000000008100003185,57420.000000000,2896805871761.100000000,0.000001982
Gujarat,00000000008100016961,57420.000000000,2896805871761.100000000,0.000001982
Gujarat,00000000008100016440,57420.000000000,2896805871761.100000000,0.000001982
Gujarat,00000000008100015550,57410.000000000,2896805871761.100000000,0.000001982
Gujarat,00000000008100021702,57405.000000000,2896805871761.100000000,0.000001982
Gujarat,00000000008100022334,57405.000000000,2896805871761.100000000,0.000001982
Gujarat,00000000008100021022,57405.000000000,2896805871761.100000000,0.000001982
Gujarat,00000000008100003260,57405.000000000,2896805871761.100000000,0.000001982
Gujarat,00000000008100017943,57390.000000000,2896805871761.100000000,0.000001981
Gujarat,00000000008100021388,57390.000000000,2896805871761.100000000,0.000001981
Gujarat,00000000008100021343,57390.000000000,2896805871761.100000000,0.000001981
Gujarat,00000000008100021275,57375.000000000,2896805871761.100000000,0.000001981
Gujarat,00000000008100020682,57375.000000000,2896805871761.100000000,0.000001981
Gujarat,00000000008100021636,57375.000000000,2896805871761.100000000,0.000001981
Gujarat,00000000008100020752,57375.000000000,2896805871761.100000000,0.000001981
Gujarat,00000000008100021355,57375.000000000,2896805871761.100000000,0.000001981
Gujarat,00000000008100021600,57375.000000000,2896805871761.100000000,0.000001981
Gujarat,00000000008100000594,57365.000000000,2896805871761.100000000,0.000001980
Gujarat,00000000008100021580,57360.000000000,2896805871761.100000000,0.000001980
Gujarat,00000000008100016427,57360.000000000,2896805871761.100000000,0.000001980
Gujarat,00000000008100018076,57360.000000000,2896805871761.100000000,0.000001980
Gujarat,00000000008100007077,57360.000000000,2896805871761.100000000,0.000001980
Gujarat,00000000008100021916,57360.000000000,2896805871761.100000000,0.000001980
Gujarat,00000000008100021917,57345.000000000,2896805871761.100000000,0.000001980
Gujarat,00000000008100016428,57345.000000000,2896805871761.100000000,0.000001980
Gujarat,00000000008100019128,57345.000000000,2896805871761.100000000,0.000001980
Gujarat,00000000008100021328,57330.000000000,2896805871761.100000000,0.000001979
Gujarat,00000000008100018303,57330.000000000,2896805871761.100000000,0.000001979
Gujarat,00000000008100015494,57320.000000000,2896805871761.100000000,0.000001979
Gujarat,00000000008100021726,57315.000000000,2896805871761.100000000,0.000001979
Gujarat,00000000008100022346,57300.000000000,2896805871761.100000000,0.000001978
Gujarat,00000000008100021735,57300.000000000,2896805871761.100000000,0.000001978
Gujarat,00000000008100017162,57300.000000000,2896805871761.100000000,0.000001978
Gujarat,00000000008100002312,57285.000000000,2896805871761.100000000,0.000001978
Gujarat,00000000008100021329,57285.000000000,2896805871761.100000000,0.000001978
Gujarat,00000000008100021925,57285.000000000,2896805871761.100000000,0.000001978
Gujarat,00000000008100020811,57285.000000000,2896805871761.100000000,0.000001978
Gujarat,00000000008100018310,57270.000000000,2896805871761.100000000,0.000001977
Gujarat,00000000008100003005,57270.000000000,2896805871761.100000000,0.000001977
Gujarat,00000000008100017877,57270.000000000,2896805871761.100000000,0.000001977
Gujarat,00000000008100021834,57270.000000000,2896805871761.100000000,0.000001977
Gujarat,00000000008100017942,57255.000000000,2896805871761.100000000,0.000001976
Gujarat,00000000008100000675,57255.000000000,2896805871761.100000000,0.000001976
Gujarat,00000000008100003622,57255.000000000,2896805871761.100000000,0.000001976
Gujarat,00000000008100022063,57255.000000000,2896805871761.100000000,0.000001976
Gujarat,00000000008100021415,57240.000000000,2896805871761.100000000,0.000001976
Gujarat,00000000008100021719,57240.000000000,2896805871761.100000000,0.000001976
Gujarat,00000000008100006343,57238.000000000,2896805871761.100000000,0.000001976
Gujarat,00000000008100015042,57230.000000000,2896805871761.100000000,0.000001976
Gujarat,00000000008100020116,57225.000000000,2896805871761.100000000,0.000001975
Gujarat,00000000008100003370,57195.000000000,2896805871761.100000000,0.000001974
Gujarat,00000000008100018579,57195.000000000,2896805871761.100000000,0.000001974
Gujarat,00000000008100002322,57180.000000000,2896805871761.100000000,0.000001974
Gujarat,00000000008100021790,57180.000000000,2896805871761.100000000,0.000001974
Gujarat,00000000008100020772,57180.000000000,2896805871761.100000000,0.000001974
Gujarat,00000000008100001861,57165.000000000,2896805871761.100000000,0.000001973
Gujarat,00000000008100016629,57165.000000000,2896805871761.100000000,0.000001973
Gujarat,00000000008100021560,57165.000000000,2896805871761.100000000,0.000001973
Gujarat,00000000008100003000,57135.000000000,2896805871761.100000000,0.000001972
Gujarat,00000000008100021681,57135.000000000,2896805871761.100000000,0.000001972
Gujarat,00000000008100022333,57120.000000000,2896805871761.100000000,0.000001972
Gujarat,00000000008100003451,57120.000000000,2896805871761.100000000,0.000001972
Gujarat,00000000008100016189,57110.000000000,2896805871761.100000000,0.000001971
Gujarat,00000000008100021584,57105.000000000,2896805871761.100000000,0.000001971
Gujarat,00000000008100003536,57105.000000000,2896805871761.100000000,0.000001971
Gujarat,00000000008100000480,57105.000000000,2896805871761.100000000,0.000001971
Gujarat,00000000008100018496,57090.000000000,2896805871761.100000000,0.000001971
Gujarat,00000000008100003450,57090.000000000,2896805871761.100000000,0.000001971
Gujarat,00000000008100021829,57075.000000000,2896805871761.100000000,0.000001970
Gujarat,00000000008100021921,57075.000000000,2896805871761.100000000,0.000001970
Gujarat,00000000008100020716,57075.000000000,2896805871761.100000000,0.000001970
Gujarat,00000000008100016423,57075.000000000,2896805871761.100000000,0.000001970
Gujarat,00000000008100021578,57060.000000000,2896805871761.100000000,0.000001970
Gujarat,00000000008100003371,57060.000000000,2896805871761.100000000,0.000001970
Gujarat,00000000008100021350,57060.000000000,2896805871761.100000000,0.000001970
Gujarat,00000000008100018479,57060.000000000,2896805871761.100000000,0.000001970
Gujarat,00000000008100021012,57045.000000000,2896805871761.100000000,0.000001969
Gujarat,00000000008100020753,57030.000000000,2896805871761.100000000,0.000001969
Gujarat,00000000008100020681,57030.000000000,2896805871761.100000000,0.000001969
Gujarat,00000000008100018487,57030.000000000,2896805871761.100000000,0.000001969
Gujarat,00000000008100021394,57030.000000000,2896805871761.100000000,0.000001969
Gujarat,00000000008100001622,57030.000000000,2896805871761.100000000,0.000001969
Gujarat,00000000008100021167,57030.000000000,2896805871761.100000000,0.000001969
Gujarat,00000000008100003010,57030.000000000,2896805871761.100000000,0.000001969
Gujarat,00000000008100017790,57015.000000000,2896805871761.100000000,0.000001968
Gujarat,00000000008100009159,57012.000000000,2896805871761.100000000,0.000001968
Gujarat,00000000008100016628,57000.000000000,2896805871761.100000000,0.000001968
Gujarat,00000000008100018769,57000.000000000,2896805871761.100000000,0.000001968
Gujarat,00000000008100021307,57000.000000000,2896805871761.100000000,0.000001968
Gujarat,00000000008100022099,56985.000000000,2896805871761.100000000,0.000001967
Gujarat,00000000008100021028,56985.000000000,2896805871761.100000000,0.000001967
Gujarat,00000000008100021633,56985.000000000,2896805871761.100000000,0.000001967
Gujarat,00000000008100021382,56985.000000000,2896805871761.100000000,0.000001967
Gujarat,00000000008100021722,56985.000000000,2896805871761.100000000,0.000001967
Gujarat,00000000008100020105,56970.000000000,2896805871761.100000000,0.000001967
Gujarat,00000000008100003002,56940.000000000,2896805871761.100000000,0.000001966
Gujarat,00000000008100003533,56940.000000000,2896805871761.100000000,0.000001966
Gujarat,00000000008100009360,56935.000000000,2896805871761.100000000,0.000001965
Gujarat,00000000008100004073,56925.000000000,2896805871761.100000000,0.000001965
Gujarat,00000000008100021588,56925.000000000,2896805871761.100000000,0.000001965
Gujarat,00000000008100020806,56925.000000000,2896805871761.100000000,0.000001965
Gujarat,00000000008100021583,56910.000000000,2896805871761.100000000,0.000001965
Gujarat,00000000008100021045,56910.000000000,2896805871761.100000000,0.000001965
Gujarat,00000000008100021694,56910.000000000,2896805871761.100000000,0.000001965
Gujarat,00000000008100017016,56895.000000000,2896805871761.100000000,0.000001964
Gujarat,00000000008100003904,56895.000000000,2896805871761.100000000,0.000001964
Gujarat,00000000008100022000,56880.000000000,2896805871761.100000000,0.000001964
Gujarat,00000000008100021051,56880.000000000,2896805871761.100000000,0.000001964
Gujarat,00000000008100020717,56880.000000000,2896805871761.100000000,0.000001964
Gujarat,00000000008100003007,56865.000000000,2896805871761.100000000,0.000001963
Gujarat,00000000008100003028,56865.000000000,2896805871761.100000000,0.000001963
Gujarat,00000000008100010328,56864.000000000,2896805871761.100000000,0.000001963
Gujarat,00000000008100021587,56850.000000000,2896805871761.100000000,0.000001963
Gujarat,00000000008100003006,56850.000000000,2896805871761.100000000,0.000001963
Gujarat,00000000008100021414,56850.000000000,2896805871761.100000000,0.000001963
Gujarat,00000000008100003556,56835.000000000,2896805871761.100000000,0.000001962
Gujarat,00000000008100021168,56820.000000000,2896805871761.100000000,0.000001961
Gujarat,00000000008100003543,56805.000000000,2896805871761.100000000,0.000001961
Gujarat,00000000008100001503,56805.000000000,2896805871761.100000000,0.000001961
Gujarat,00000000008100021787,56805.000000000,2896805871761.100000000,0.000001961
Gujarat,00000000008100017188,56790.000000000,2896805871761.100000000,0.000001960
Gujarat,00000000008100009345,56777.000000000,2896805871761.100000000,0.000001960
Gujarat,00000000008100021309,56775.000000000,2896805871761.100000000,0.000001960
Gujarat,00000000008100003023,56775.000000000,2896805871761.100000000,0.000001960
Gujarat,00000000008100002034,56770.000000000,2896805871761.100000000,0.000001960
Gujarat,00000000008100001863,56760.000000000,2896805871761.100000000,0.000001959
Gujarat,00000000008100022348,56760.000000000,2896805871761.100000000,0.000001959
Gujarat,00000000008100016450,56745.000000000,2896805871761.100000000,0.000001959
Gujarat,00000000008100015746,56740.000000000,2896805871761.100000000,0.000001959
Gujarat,00000000008100020771,56730.000000000,2896805871761.100000000,0.000001958
Gujarat,00000000008100003743,56730.000000000,2896805871761.100000000,0.000001958
Gujarat,00000000008100016425,56715.000000000,2896805871761.100000000,0.000001958
Gujarat,00000000008100022078,56700.000000000,2896805871761.100000000,0.000001957
Gujarat,00000000008100021791,56685.000000000,2896805871761.100000000,0.000001957
Gujarat,00000000008100021629,56670.000000000,2896805871761.100000000,0.000001956
Gujarat,00000000008100003668,56670.000000000,2896805871761.100000000,0.000001956
Gujarat,00000000008100021339,56670.000000000,2896805871761.100000000,0.000001956
Gujarat,00000000008100020684,56655.000000000,2896805871761.100000000,0.000001956
Gujarat,00000000008100022052,56655.000000000,2896805871761.100000000,0.000001956
Gujarat,00000000008100015325,56640.000000000,2896805871761.100000000,0.000001955
Gujarat,00000000008100003665,56640.000000000,2896805871761.100000000,0.000001955
Gujarat,00000000008100021062,56640.000000000,2896805871761.100000000,0.000001955
Gujarat,00000000008100021688,56625.000000000,2896805871761.100000000,0.000001955
Gujarat,00000000008100010162,56616.000000000,2896805871761.100000000,0.000001954
Gujarat,00000000008100015754,56610.000000000,2896805871761.100000000,0.000001954
Gujarat,00000000008100022336,56610.000000000,2896805871761.100000000,0.000001954
Gujarat,00000000008100010163,56600.000000000,2896805871761.100000000,0.000001954
Gujarat,00000000008100022347,56595.000000000,2896805871761.100000000,0.000001954
Gujarat,00000000008100021066,56595.000000000,2896805871761.100000000,0.000001954
Gujarat,00000000008100021273,56580.000000000,2896805871761.100000000,0.000001953
Gujarat,00000000008100003093,56580.000000000,2896805871761.100000000,0.000001953
Gujarat,00000000008100020765,56565.000000000,2896805871761.100000000,0.000001953
Gujarat,00000000008100021888,56565.000000000,2896805871761.100000000,0.000001953
Gujarat,00000000008100001988,56550.000000000,2896805871761.100000000,0.000001952
Gujarat,00000000008100016460,56550.000000000,2896805871761.100000000,0.000001952
Gujarat,00000000008100018293,56550.000000000,2896805871761.100000000,0.000001952
Gujarat,00000000008100017772,56520.000000000,2896805871761.100000000,0.000001951
Gujarat,00000000008100021692,56520.000000000,2896805871761.100000000,0.000001951
Gujarat,00000000008100020808,56505.000000000,2896805871761.100000000,0.000001951
Gujarat,00000000008100021383,56505.000000000,2896805871761.100000000,0.000001951
Gujarat,00000000008100020749,56505.000000000,2896805871761.100000000,0.000001951
Gujarat,00000000008100022143,56505.000000000,2896805871761.100000000,0.000001951
Gujarat,00000000008100005235,56475.000000000,2896805871761.100000000,0.000001950
Gujarat,00000000008100003657,56460.000000000,2896805871761.100000000,0.000001949
Gujarat,00000000008100020807,56460.000000000,2896805871761.100000000,0.000001949
Gujarat,00000000008100018308,56460.000000000,2896805871761.100000000,0.000001949
Gujarat,00000000008100021188,56460.000000000,2896805871761.100000000,0.000001949
Gujarat,00000000008100021701,56445.000000000,2896805871761.100000000,0.000001949
Gujarat,00000000008100004061,56445.000000000,2896805871761.100000000,0.000001949
Gujarat,00000000008100003018,56430.000000000,2896805871761.100000000,0.000001948
Gujarat,00000000008100014160,56430.000000000,2896805871761.100000000,0.000001948
Gujarat,00000000008100016618,56430.000000000,2896805871761.100000000,0.000001948
Gujarat,00000000008100004262,56430.000000000,2896805871761.100000000,0.000001948
Gujarat,00000000008100021385,56430.000000000,2896805871761.100000000,0.000001948
Gujarat,00000000008100003003,56415.000000000,2896805871761.100000000,0.000001947
Gujarat,00000000008100020750,56415.000000000,2896805871761.100000000,0.000001947
Gujarat,00000000008100007877,56415.000000000,2896805871761.100000000,0.000001947
Gujarat,00000000008100022072,56400.000000000,2896805871761.100000000,0.000001947
Gujarat,00000000008100016991,56385.000000000,2896805871761.100000000,0.000001946
Gujarat,00000000008100003452,56355.000000000,2896805871761.100000000,0.000001945
Gujarat,00000000008100021632,56355.000000000,2896805871761.100000000,0.000001945
Gujarat,00000000008100021623,56325.000000000,2896805871761.100000000,0.000001944
Gujarat,00000000008100020725,56295.000000000,2896805871761.100000000,0.000001943
Gujarat,00000000008100020774,56280.000000000,2896805871761.100000000,0.000001943
Gujarat,00000000008100001868,56265.000000000,2896805871761.100000000,0.000001942
Gujarat,00000000008100016620,56265.000000000,2896805871761.100000000,0.000001942
Gujarat,00000000008100020678,56265.000000000,2896805871761.100000000,0.000001942
Gujarat,00000000008100022060,56250.000000000,2896805871761.100000000,0.000001942
Gujarat,00000000008100015956,56230.000000000,2896805871761.100000000,0.000001941
Gujarat,00000000008100005232,56220.000000000,2896805871761.100000000,0.000001941
Gujarat,00000000008100020680,56220.000000000,2896805871761.100000000,0.000001941
Gujarat,00000000008100021832,56160.000000000,2896805871761.100000000,0.000001939
Gujarat,00000000008100003202,56115.000000000,2896805871761.100000000,0.000001937
Gujarat,00000000008100003027,56100.000000000,2896805871761.100000000,0.000001937
Gujarat,00000000008100021783,56055.000000000,2896805871761.100000000,0.000001935
Gujarat,00000000008100001895,56040.000000000,2896805871761.100000000,0.000001935
Gujarat,00000000008100001505,56040.000000000,2896805871761.100000000,0.000001935
Gujarat,00000000008100001864,56040.000000000,2896805871761.100000000,0.000001935
Gujarat,00000000008100018279,56025.000000000,2896805871761.100000000,0.000001934
Gujarat,00000000008100021386,55995.000000000,2896805871761.100000000,0.000001933
Gujarat,00000000008100021011,55980.000000000,2896805871761.100000000,0.000001932
Gujarat,00000000008100020773,55950.000000000,2896805871761.100000000,0.000001931
Gujarat,00000000008100015941,55910.000000000,2896805871761.100000000,0.000001930
Gujarat,00000000008100001642,55890.000000000,2896805871761.100000000,0.000001929
Gujarat,00000000008100000393,55845.000000000,2896805871761.100000000,0.000001928
Gujarat,00000000008100003558,55845.000000000,2896805871761.100000000,0.000001928
Gujarat,00000000008100022349,55785.000000000,2896805871761.100000000,0.000001926
Gujarat,00000000008100014785,55750.000000000,2896805871761.100000000,0.000001925
Gujarat,00000000008100002026,55740.000000000,2896805871761.100000000,0.000001924
Gujarat,00000000008100003255,55635.000000000,2896805871761.100000000,0.000001921
Gujarat,00000000008100009282,55622.000000000,2896805871761.100000000,0.000001920
Gujarat,00000000008100004162,55560.000000000,2896805871761.100000000,0.000001918
Gujarat,00000000008100003016,55530.000000000,2896805871761.100000000,0.000001917
Gujarat,00000000008100002311,55470.000000000,2896805871761.100000000,0.000001915
Gujarat,00000000008100001897,55455.000000000,2896805871761.100000000,0.000001914
Gujarat,00000000008100002832,55425.000000000,2896805871761.100000000,0.000001913
Gujarat,00000000008100001887,55380.000000000,2896805871761.100000000,0.000001912
Gujarat,00000000008100003017,55335.000000000,2896805871761.100000000,0.000001910
Gujarat,00000000008100009676,55325.000000000,2896805871761.100000000,0.000001910
Gujarat,00000000008100004058,55305.000000000,2896805871761.100000000,0.000001909
Gujarat,00000000008100001618,55230.000000000,2896805871761.100000000,0.000001907
Gujarat,00000000008100016171,55130.000000000,2896805871761.100000000,0.000001903
Gujarat,00000000008100003022,55125.000000000,2896805871761.100000000,0.000001903
Gujarat,00000000008100001903,55110.000000000,2896805871761.100000000,0.000001902
Gujarat,00000000008100015551,55110.000000000,2896805871761.100000000,0.000001902
Gujarat,00000000008100003361,54990.000000000,2896805871761.100000000,0.000001898
Gujarat,00000000008100005234,54930.000000000,2896805871761.100000000,0.000001896
Gujarat,00000000008100003013,54870.000000000,2896805871761.100000000,0.000001894
Gujarat,00000000008100000577,54840.000000000,2896805871761.100000000,0.000001893
Gujarat,00000000008100004265,54825.000000000,2896805871761.100000000,0.000001893
Gujarat,00000000008100003089,54795.000000000,2896805871761.100000000,0.000001892
Gujarat,00000000008100001989,54750.000000000,2896805871761.100000000,0.000001890
Gujarat,00000000008100001643,54735.000000000,2896805871761.100000000,0.000001889
Gujarat,00000000008100003203,54735.000000000,2896805871761.100000000,0.000001889
Gujarat,00000000008100002295,54660.000000000,2896805871761.100000000,0.000001887
Gujarat,00000000008100003667,54660.000000000,2896805871761.100000000,0.000001887
Gujarat,00000000008100003009,54600.000000000,2896805871761.100000000,0.000001885
Gujarat,00000000008100003001,54585.000000000,2896805871761.100000000,0.000001884
Gujarat,00000000008100003020,54525.000000000,2896805871761.100000000,0.000001882
Gujarat,00000000008100002969,54420.000000000,2896805871761.100000000,0.000001879
Gujarat,00000000008100003365,54315.000000000,2896805871761.100000000,0.000001875
Gujarat,00000000008100001862,54255.000000000,2896805871761.100000000,0.000001873
Gujarat,00000000008100005237,54165.000000000,2896805871761.100000000,0.000001870
Gujarat,00000000008100001889,54150.000000000,2896805871761.100000000,0.000001869
Gujarat,00000000008100009124,54139.000000000,2896805871761.100000000,0.000001869
Gujarat,00000000008100002365,54060.000000000,2896805871761.100000000,0.000001866
Gujarat,00000000008100003019,54060.000000000,2896805871761.100000000,0.000001866
Gujarat,00000000008100002309,54045.000000000,2896805871761.100000000,0.000001866
Gujarat,00000000008100016188,54040.000000000,2896805871761.100000000,0.000001866
Gujarat,00000000008100007967,54000.000000000,2896805871761.100000000,0.000001864
Gujarat,00000000008100003014,54000.000000000,2896805871761.100000000,0.000001864
Gujarat,00000000008100003008,53955.000000000,2896805871761.100000000,0.000001863
Gujarat,00000000008100001645,53955.000000000,2896805871761.100000000,0.000001863
Gujarat,00000000008100003744,53925.000000000,2896805871761.100000000,0.000001862
Gujarat,00000000008100005236,53895.000000000,2896805871761.100000000,0.000001860
Gujarat,00000000008100002153,53745.000000000,2896805871761.100000000,0.000001855
Gujarat,00000000008100003364,53700.000000000,2896805871761.100000000,0.000001854
Gujarat,00000000008100003012,53610.000000000,2896805871761.100000000,0.000001851
Gujarat,00000000008100012526,53598.000000000,2896805871761.100000000,0.000001850
Gujarat,00000000008100003527,53580.000000000,2896805871761.100000000,0.000001850
Gujarat,00000000008100004240,53580.000000000,2896805871761.100000000,0.000001850
Gujarat,00000000008100003024,53520.000000000,2896805871761.100000000,0.000001848
Gujarat,00000000008100001996,53460.000000000,2896805871761.100000000,0.000001845
