region,product,total_qty,total_revenue,qty_percentage,revenue_percentage
Gujarat,00000000008100020256,0,49446.000000000,0E-9,0E-9
Gujarat,00000000008100020257,0,49410.000000000,0E-9,0E-9
Gujarat,SEV - B GRADE,0,49392.460000000,0E-9,0E-9
Gujarat,00000000008100006357,0,49312.000000000,0E-9,0E-9
Gujarat,00000000008100001447,0,49140.000000000,0E-9,0E-9
Gujarat,00000000008100003015,0,49080.000000000,0E-9,0E-9
Gujarat,00000000008100006416,0,49048.000000000,0E-9,0E-9
Gujarat,00000000008100011428,0,48888.000000000,0E-9,0E-9
Gujarat,00000000008100003011,0,48810.000000000,0E-9,0E-9
Gujarat,00000000008100011427,0,48713.000000000,0E-9,0E-9
Gujarat,00000000008100011424,0,48488.000000000,0E-9,0E-9
Gujarat,00000000008100011422,0,48425.000000000,0E-9,0E-9
Gujarat,00000000008100000519,0,48352.000000000,0E-9,0E-9
Gujarat,00000000008100001605,0,48352.000000000,0E-9,0E-9
Gujarat,00000000008100008266,0,48346.000000000,0E-9,0E-9
Gujarat,DEGUMMED SOYABEAN OIL FFA 0.16 %,0,48224.000000000,0E-9,0E-9
Gujarat,DEGUMMED SOYABEAN OIL FFA 0.16%,0,48224.000000000,0E-9,0E-9
Gujarat,COLD PRESSED PISTACHIOS OIL,0,48127.760000000,0E-9,0E-9
Gujarat,00000000008100016034,1,48100.000000000,0E-9,0E-9
Gujarat,00000000008100015785,1,47950.000000000,0E-9,0E-9
Gujarat,00000000008100015461,1,47850.000000000,0E-9,0E-9
Gujarat,00000000008100010658,0,47776.000000000,0E-9,0E-9
Gujarat,00000000008100005657,0,47771.000000000,0E-9,0E-9
Gujarat,00000000008100011085,0,47763.000000000,0E-9,0E-9
Gujarat,00000000008100006347,0,47760.000000000,0E-9,0E-9
Gujarat,00000000008100010660,0,47688.000000000,0E-9,0E-9
Gujarat,00000000008100007701,0,47668.000000000,0E-9,0E-9
Gujarat,00000000008100010656,0,47563.000000000,0E-9,0E-9
Gujarat,00000000008100005648,0,47556.000000000,0E-9,0E-9
Gujarat,00000000008100007689,0,47541.000000000,0E-9,0E-9
Gujarat,00000000008100006341,0,47541.000000000,0E-9,0E-9
Gujarat,00000000008100007572,0,47541.000000000,0E-9,0E-9
Gujarat,00000000008100007623,0,47518.000000000,0E-9,0E-9
Gujarat,00000000008100012439,0,47493.000000000,0E-9,0E-9
Gujarat,00000000008100011083,0,47475.000000000,0E-9,0E-9
Gujarat,00000000008100015870,1,47450.000000000,0E-9,0E-9
Gujarat,00000000008100006394,0,47369.000000000,0E-9,0E-9
Gujarat,00000000008100007582,0,47357.000000000,0E-9,0E-9
Gujarat,00000000008100005663,0,47311.000000000,0E-9,0E-9
Gujarat,00000000008100014277,0,47282.000000000,0E-9,0E-9
Gujarat,00000000008100005975,0,47265.000000000,0E-9,0E-9
Gujarat,00000000008100007579,0,47231.000000000,0E-9,0E-9
Gujarat,00000000008100010662,0,47225.000000000,0E-9,0E-9
Gujarat,00000000008100004068,0,47115.000000000,0E-9,0E-9
Gujarat,00000000008100006227,0,47093.000000000,0E-9,0E-9
Gujarat,00000000008100010324,0,47075.000000000,0E-9,0E-9
Gujarat,00000000008100010595,0,47064.000000000,0E-9,0E-9
Gujarat,00000000008100016339,1,47060.000000000,0E-9,0E-9
Gujarat,00000000008100012122,0,46875.000000000,0E-9,0E-9
Gujarat,00000000008100014184,0,46860.000000000,0E-9,0E-9
Gujarat,00000000008100010598,0,46836.000000000,0E-9,0E-9
Gujarat,00000000008100005646,0,46817.000000000,0E-9,0E-9
Gujarat,00000000008100006741,0,46817.000000000,0E-9,0E-9
Gujarat,00000000008100004054,0,46800.000000000,0E-9,0E-9
Gujarat,00000000008100008167,0,46794.000000000,0E-9,0E-9
Gujarat,00000000008100006349,0,46771.000000000,0E-9,0E-9
Gujarat,00000000008100010799,0,46764.000000000,0E-9,0E-9
Gujarat,00000000008100012453,0,46730.000000000,0E-9,0E-9
Gujarat,00000000008100012504,0,46718.000000000,0E-9,0E-9
Gujarat,00000000008100013260,0,46712.000000000,0E-9,0E-9
Gujarat,00000000008100014275,0,46700.000000000,0E-9,0E-9
Gujarat,00000000008100005650,0,46679.000000000,0E-9,0E-9
Gujarat,00000000008100014180,0,46679.000000000,0E-9,0E-9
Gujarat,00000000008100014190,0,46679.000000000,0E-9,0E-9
Gujarat,00000000008100008163,0,46667.000000000,0E-9,0E-9
Gujarat,00000000008100012129,0,46658.000000000,0E-9,0E-9
Gujarat,00000000008100006234,0,46656.000000000,0E-9,0E-9
Gujarat,00000000008100012551,0,46646.000000000,0E-9,0E-9
Gujarat,00000000008100006399,0,46644.000000000,0E-9,0E-9
Gujarat,00000000008100012525,0,46597.000000000,0E-9,0E-9
Gujarat,00000000008100005720,0,46572.000000000,0E-9,0E-9
Gujarat,00000000008100013636,0,46564.000000000,0E-9,0E-9
Gujarat,00000000008100015265,1,46520.000000000,0E-9,0E-9
Gujarat,00000000008100012143,0,46512.000000000,0E-9,0E-9
Gujarat,00000000008100011950,0,46512.000000000,0E-9,0E-9
Gujarat,00000000008100011928,0,46512.000000000,0E-9,0E-9
Gujarat,00000000008100011929,0,46483.000000000,0E-9,0E-9
Gujarat,00000000008100010827,0,46476.000000000,0E-9,0E-9
Gujarat,00000000008100011740,0,46428.000000000,0E-9,0E-9
Gujarat,00000000008100010937,0,46413.000000000,0E-9,0E-9
Gujarat,00000000008100008405,0,46403.000000000,0E-9,0E-9
Gujarat,00000000008100010801,0,46392.000000000,0E-9,0E-9
Gujarat,00000000008100012268,0,46379.000000000,0E-9,0E-9
Gujarat,00000000008100012497,0,46379.000000000,0E-9,0E-9
Gujarat,00000000008100007574,0,46368.000000000,0E-9,0E-9
Gujarat,00000000008100010841,0,46356.000000000,0E-9,0E-9
Gujarat,00000000008100014647,0,46316.000000000,0E-9,0E-9
Gujarat,00000000008100012010,0,46258.000000000,0E-9,0E-9
Gujarat,00000000008100015950,1,46240.000000000,0E-9,0E-9
Gujarat,00000000008100010600,0,46236.000000000,0E-9,0E-9
Gujarat,00000000008100012326,0,46234.000000000,0E-9,0E-9
Gujarat,00000000008100015871,1,46230.000000000,0E-9,0E-9
Gujarat,00000000008100008242,0,46196.000000000,0E-9,0E-9
Gujarat,00000000008100012271,0,46186.000000000,0E-9,0E-9
Gujarat,00000000008100012451,0,46186.000000000,0E-9,0E-9
Gujarat,00000000008100011789,0,46186.000000000,0E-9,0E-9
Gujarat,00000000008100012242,0,46186.000000000,0E-9,0E-9
Gujarat,00000000008100012147,0,46174.000000000,0E-9,0E-9
Gujarat,00000000008100011684,0,46162.000000000,0E-9,0E-9
Gujarat,00000000008100012412,0,46150.000000000,0E-9,0E-9
Gujarat,00000000008100015614,1,46140.000000000,0E-9,0E-9
Gujarat,00000000008100012262,0,46137.000000000,0E-9,0E-9
Gujarat,00000000008100011805,0,46089.000000000,0E-9,0E-9
Gujarat,00000000008100014383,0,46085.000000000,0E-9,0E-9
Gujarat,00000000008100006229,0,46081.000000000,0E-9,0E-9
Gujarat,00000000008100011691,0,46077.000000000,0E-9,0E-9
Gujarat,00000000008100012138,0,46077.000000000,0E-9,0E-9
Gujarat,00000000008100013904,0,46068.000000000,0E-9,0E-9
Gujarat,00000000008100012227,0,46068.000000000,0E-9,0E-9
Gujarat,00000000008100011677,0,46041.000000000,0E-9,0E-9
Gujarat,00000000008100005641,0,46035.000000000,0E-9,0E-9
Gujarat,00000000008100010816,0,46020.000000000,0E-9,0E-9
Gujarat,00000000008100014037,0,46019.000000000,0E-9,0E-9
Gujarat,00000000008100014015,0,46019.000000000,0E-9,0E-9
Gujarat,00000000008100011799,0,46004.000000000,0E-9,0E-9
Gujarat,00000000008100006353,0,46000.000000000,0E-9,0E-9
Gujarat,00000000008100012985,0,46000.000000000,0E-9,0E-9
Gujarat,00000000008100012205,0,45980.000000000,0E-9,0E-9
Gujarat,00000000008100010856,0,45972.000000000,0E-9,0E-9
Gujarat,00000000008100010839,0,45972.000000000,0E-9,0E-9
Gujarat,00000000008100011645,0,45944.000000000,0E-9,0E-9
Gujarat,00000000008100012532,0,45944.000000000,0E-9,0E-9
Gujarat,00000000008100012266,0,45944.000000000,0E-9,0E-9
Gujarat,00000000008100011688,0,45944.000000000,0E-9,0E-9
Gujarat,00000000008100006468,0,45943.000000000,0E-9,0E-9
Gujarat,00000000008100015799,1,45910.000000000,0E-9,0E-9
Gujarat,00000000008100012196,0,45907.000000000,0E-9,0E-9
Gujarat,00000000008100012415,0,45883.000000000,0E-9,0E-9
Gujarat,00000000008100012098,0,45874.000000000,0E-9,0E-9
Gujarat,00000000008100012263,0,45874.000000000,0E-9,0E-9
Gujarat,00000000008100007070,0,45862.000000000,0E-9,0E-9
Gujarat,00000000008100012499,0,45847.000000000,0E-9,0E-9
Gujarat,00000000008100006237,0,45828.000000000,0E-9,0E-9
Gujarat,00000000008100006241,0,45816.000000000,0E-9,0E-9
Gujarat,00000000008100012139,0,45811.000000000,0E-9,0E-9
Gujarat,00000000008100012547,0,45811.000000000,0E-9,0E-9
Gujarat,00000000008100015045,1,45810.000000000,0E-9,0E-9
Gujarat,00000000008100011796,0,45762.000000000,0E-9,0E-9
Gujarat,00000000008100015409,1,45760.000000000,0E-9,0E-9
Gujarat,00000000008100008066,0,45759.000000000,0E-9,0E-9
Gujarat,00000000008100012160,0,45755.000000000,0E-9,0E-9
Gujarat,00000000008100012152,0,45736.000000000,0E-9,0E-9
Gujarat,00000000008100007709,0,45713.000000000,0E-9,0E-9
Gujarat,00000000008100007844,0,45713.000000000,0E-9,0E-9
Gujarat,00000000008100013909,0,45705.000000000,0E-9,0E-9
Gujarat,00000000008100018904,0,45690.000000000,0E-9,0E-9
Gujarat,00000000008100007736,0,45690.000000000,0E-9,0E-9
Gujarat,00000000008100012033,0,45665.000000000,0E-9,0E-9
Gujarat,00000000008100010797,0,45660.000000000,0E-9,0E-9
Gujarat,00000000008100010837,0,45648.000000000,0E-9,0E-9
Gujarat,00000000008100011680,0,45641.000000000,0E-9,0E-9
Gujarat,00000000008100011697,0,45641.000000000,0E-9,0E-9
Gujarat,00000000008100011148,0,45638.000000000,0E-9,0E-9
Gujarat,00000000008100012032,0,45629.000000000,0E-9,0E-9
Gujarat,00000000008100012273,0,45617.000000000,0E-9,0E-9
Gujarat,00000000008100009097,0,45575.000000000,0E-9,0E-9
Gujarat,00000000008100012243,0,45541.000000000,0E-9,0E-9
Gujarat,00000000008100013005,0,45529.000000000,0E-9,0E-9
Gujarat,00000000008100012357,0,45520.000000000,0E-9,0E-9
Gujarat,00000000008100007074,0,45511.000000000,0E-9,0E-9
Gujarat,00000000008100014698,0,45507.000000000,0E-9,0E-9
Gujarat,00000000008100008871,0,45494.000000000,0E-9,0E-9
Gujarat,00000000008100006679,0,45494.000000000,0E-9,0E-9
Gujarat,00000000008100014597,0,45458.000000000,0E-9,0E-9
Gujarat,00000000008100011963,0,45448.000000000,0E-9,0E-9
Gujarat,00000000008100014628,0,45425.000000000,0E-9,0E-9
Gujarat,00000000008100011651,0,45423.000000000,0E-9,0E-9
Gujarat,00000000008100012151,0,45411.000000000,0E-9,0E-9
Gujarat,00000000008100014699,0,45408.000000000,0E-9,0E-9
Gujarat,00000000008100012500,0,45402.000000000,0E-9,0E-9
Gujarat,00000000008100006231,0,45368.000000000,0E-9,0E-9
Gujarat,00000000008100012492,0,45363.000000000,0E-9,0E-9
Gujarat,00000000008100012043,0,45345.000000000,0E-9,0E-9
Gujarat,00000000008100013662,0,45345.000000000,0E-9,0E-9
Gujarat,00000000008100014042,0,45342.000000000,0E-9,0E-9
Gujarat,00000000008100018905,0,45315.000000000,0E-9,0E-9
Gujarat,00000000008100014407,0,45293.000000000,0E-9,0E-9
Gujarat,00000000008100014377,0,45260.000000000,0E-9,0E-9
Gujarat,00000000008100012413,0,45254.000000000,0E-9,0E-9
Gujarat,00000000008100013603,0,45230.000000000,0E-9,0E-9
Gujarat,00000000008100009150,0,45223.000000000,0E-9,0E-9
Gujarat,00000000008100012150,0,45218.000000000,0E-9,0E-9
Gujarat,00000000008100014391,0,45210.000000000,0E-9,0E-9
Gujarat,00000000008100012148,0,45207.000000000,0E-9,0E-9
Gujarat,00000000008100015268,1,45200.000000000,0E-9,0E-9
Gujarat,00000000008100015872,1,45200.000000000,0E-9,0E-9
Gujarat,00000000008100012989,0,45184.000000000,0E-9,0E-9
Gujarat,00000000008100012438,0,45126.000000000,0E-9,0E-9
Gujarat,00000000008100009118,0,45103.000000000,0E-9,0E-9
Gujarat,00000000008100011959,0,45073.000000000,0E-9,0E-9
Gujarat,00000000008100012096,0,45046.000000000,0E-9,0E-9
Gujarat,00000000008100021775,0,45030.000000000,0E-9,0E-9
Gujarat,00000000008100011813,0,45023.000000000,0E-9,0E-9
Gujarat,00000000008100007072,0,44993.000000000,0E-9,0E-9
Gujarat,00000000008100012493,0,44965.000000000,0E-9,0E-9
Gujarat,00000000008100012528,0,44964.000000000,0E-9,0E-9
Gujarat,00000000008100012054,0,44908.000000000,0E-9,0E-9
Gujarat,00000000008100011681,0,44885.000000000,0E-9,0E-9
Gujarat,00000000008100005652,0,44885.000000000,0E-9,0E-9
Gujarat,00000000008100013259,0,44864.000000000,0E-9,0E-9
Gujarat,00000000008100011527,0,44862.000000000,0E-9,0E-9
Gujarat,00000000008100006239,0,44853.000000000,0E-9,0E-9
Gujarat,00000000008100011790,0,44850.000000000,0E-9,0E-9
Gujarat,00000000008100012490,0,44850.000000000,0E-9,0E-9
Gujarat,00000000008100010957,0,44846.000000000,0E-9,0E-9
Gujarat,00000000008100012149,0,44843.000000000,0E-9,0E-9
Gujarat,00000000008100012176,0,44794.000000000,0E-9,0E-9
Gujarat,00000000008100010941,0,44793.000000000,0E-9,0E-9
Gujarat,00000000008100008878,0,44781.000000000,0E-9,0E-9
Gujarat,00000000008100011930,0,44758.000000000,0E-9,0E-9
Gujarat,00000000008100013666,0,44747.000000000,0E-9,0E-9
Gujarat,00000000008100012206,0,44735.000000000,0E-9,0E-9
Gujarat,00000000008100014210,0,44715.000000000,0E-9,0E-9
Gujarat,00000000008100012269,0,44701.000000000,0E-9,0E-9
Gujarat,00000000008100006467,0,44698.000000000,0E-9,0E-9
Gujarat,00000000008100012274,0,44689.000000000,0E-9,0E-9
Gujarat,00000000008100013229,0,44678.000000000,0E-9,0E-9
Gujarat,00000000008100012882,0,44678.000000000,0E-9,0E-9
Gujarat,00000000008100011652,0,44666.000000000,0E-9,0E-9
Gujarat,00000000008100012359,0,44666.000000000,0E-9,0E-9
Gujarat,00000000008100012991,0,44666.000000000,0E-9,0E-9
Gujarat,00000000008100006471,0,44652.000000000,0E-9,0E-9
Gujarat,00000000008100012272,0,44643.000000000,0E-9,0E-9
Gujarat,00000000008100013330,0,44632.000000000,0E-9,0E-9
Gujarat,00000000008100007076,0,44622.000000000,0E-9,0E-9
Gujarat,00000000008100012781,0,44621.000000000,0E-9,0E-9
Gujarat,00000000008100005721,0,44618.000000000,0E-9,0E-9
Gujarat,00000000008100011797,0,44597.000000000,0E-9,0E-9
Gujarat,00000000008100010177,0,44596.000000000,0E-9,0E-9
Gujarat,00000000008100010944,0,44586.000000000,0E-9,0E-9
Gujarat,00000000008100014177,0,44583.000000000,0E-9,0E-9
Gujarat,00000000008100016907,0,44565.000000000,0E-9,0E-9
Gujarat,00000000008100008629,0,44563.000000000,0E-9,0E-9
Gujarat,00000000008100012983,0,44540.000000000,0E-9,0E-9
Gujarat,00000000008100021686,0,44535.000000000,0E-9,0E-9
Gujarat,00000000008100009190,0,44528.000000000,0E-9,0E-9
Gujarat,00000000008100013332,0,44528.000000000,0E-9,0E-9
Gujarat,00000000008100012197,0,44517.000000000,0E-9,0E-9
Gujarat,00000000008100011634,0,44517.000000000,0E-9,0E-9
Gujarat,00000000008100000389,0,44510.000000000,0E-9,0E-9
Gujarat,00000000008100012494,0,44494.000000000,0E-9,0E-9
Gujarat,00000000008100012855,0,44494.000000000,0E-9,0E-9
Gujarat,00000000008100008880,0,44494.000000000,0E-9,0E-9
Gujarat,00000000008100021969,0,44490.000000000,0E-9,0E-9
Gujarat,00000000008100012050,0,44482.000000000,0E-9,0E-9
Gujarat,00000000008100008886,0,44482.000000000,0E-9,0E-9
Gujarat,00000000008100011683,0,44482.000000000,0E-9,0E-9
Gujarat,00000000008100012973,0,44459.000000000,0E-9,0E-9
Gujarat,00000000008100021699,0,44445.000000000,0E-9,0E-9
Gujarat,00000000008100012099,0,44425.000000000,0E-9,0E-9
Gujarat,00000000008100007735,0,44424.000000000,0E-9,0E-9
Gujarat,00000000008100021786,0,44370.000000000,0E-9,0E-9
Gujarat,00000000008100009187,0,44368.000000000,0E-9,0E-9
Gujarat,00000000008100012414,0,44367.000000000,0E-9,0E-9
Gujarat,00000000008100011646,0,44356.000000000,0E-9,0E-9
Gujarat,00000000008100006479,0,44345.000000000,0E-9,0E-9
Gujarat,00000000008100021007,0,44340.000000000,0E-9,0E-9
Gujarat,00000000008100013688,0,44321.000000000,0E-9,0E-9
Gujarat,00000000008100012052,0,44310.000000000,0E-9,0E-9
Gujarat,00000000008100021891,0,44310.000000000,0E-9,0E-9
Gujarat,00000000008100012059,0,44310.000000000,0E-9,0E-9
Gujarat,00000000008100020799,0,44310.000000000,0E-9,0E-9
Gujarat,00000000008100010667,0,44298.000000000,0E-9,0E-9
Gujarat,00000000008100012057,0,44298.000000000,0E-9,0E-9
Gujarat,00000000008100021048,0,44295.000000000,0E-9,0E-9
Gujarat,00000000008100010385,0,44287.000000000,0E-9,0E-9
Gujarat,00000000008100021495,0,44265.000000000,0E-9,0E-9
Gujarat,00000000008100013334,0,44264.000000000,0E-9,0E-9
Gujarat,00000000008100012879,0,44264.000000000,0E-9,0E-9
Gujarat,00000000008100007084,0,44248.000000000,0E-9,0E-9
Gujarat,00000000008100009116,0,44239.000000000,0E-9,0E-9
Gujarat,00000000008100021337,0,44220.000000000,0E-9,0E-9
Gujarat,00000000008100012758,0,44206.000000000,0E-9,0E-9
Gujarat,00000000008100013350,0,44183.000000000,0E-9,0E-9
Gujarat,00000000008100008889,0,44160.000000000,0E-9,0E-9
Gujarat,00000000008100010974,0,44149.000000000,0E-9,0E-9
Gujarat,00000000008100011392,0,44126.000000000,0E-9,0E-9
Gujarat,00000000008100011759,0,44103.000000000,0E-9,0E-9
Gujarat,00000000008100012450,0,44103.000000000,0E-9,0E-9
Gujarat,00000000008100016769,0,44100.000000000,0E-9,0E-9
Gujarat,00000000008100008161,0,44091.000000000,0E-9,0E-9
Gujarat,00000000008100010939,0,44068.000000000,0E-9,0E-9
Gujarat,00000000008100011522,0,44057.000000000,0E-9,0E-9
Gujarat,00000000008100010977,0,44057.000000000,0E-9,0E-9
Gujarat,00000000008100008857,0,44057.000000000,0E-9,0E-9
Gujarat,00000000008100012752,0,44045.000000000,0E-9,0E-9
Gujarat,00000000008100020797,0,43995.000000000,0E-9,0E-9
Gujarat,00000000008100010140,0,43968.000000000,0E-9,0E-9
Gujarat,00000000008100011807,0,43965.000000000,0E-9,0E-9
Gujarat,00000000008100012041,0,43953.000000000,0E-9,0E-9
Gujarat,00000000008100016786,0,43950.000000000,0E-9,0E-9
Gujarat,00000000008100016755,0,43950.000000000,0E-9,0E-9
Gujarat,00000000008100011952,0,43942.000000000,0E-9,0E-9
Gujarat,00000000008100012503,0,43919.000000000,0E-9,0E-9
Gujarat,00000000008100012452,0,43919.000000000,0E-9,0E-9
Gujarat,00000000008100021344,0,43875.000000000,0E-9,0E-9
Gujarat,00000000008100013245,0,43873.000000000,0E-9,0E-9
Gujarat,00000000008100021023,0,43860.000000000,0E-9,0E-9
Gujarat,00000000008100010895,0,43848.000000000,0E-9,0E-9
Gujarat,00000000008100021628,0,43815.000000000,0E-9,0E-9
Gujarat,00000000008100012011,0,43804.000000000,0E-9,0E-9
Gujarat,00000000008100011016,0,43758.000000000,0E-9,0E-9
Gujarat,00000000008100011800,0,43758.000000000,0E-9,0E-9
Gujarat,00000000008100012327,0,43735.000000000,0E-9,0E-9
Gujarat,00000000008100011741,0,43723.000000000,0E-9,0E-9
Gujarat,00000000008100012498,0,43723.000000000,0E-9,0E-9
Gujarat,00000000008100021941,0,43680.000000000,0E-9,0E-9
Gujarat,00000000008100021833,0,43680.000000000,0E-9,0E-9
Gujarat,00000000008100004675,0,43680.000000000,0E-9,0E-9
Gujarat,00000000008100011754,0,43677.000000000,0E-9,0E-9
Gujarat,00000000008100021718,0,43620.000000000,0E-9,0E-9
Gujarat,00000000008100008989,0,43608.000000000,0E-9,0E-9
Gujarat,00000000008100021734,0,43605.000000000,0E-9,0E-9
Gujarat,00000000008100008884,0,43597.000000000,0E-9,0E-9
Gujarat,00000000008100012178,0,43574.000000000,0E-9,0E-9
Gujarat,00000000008100014600,0,43551.000000000,0E-9,0E-9
Gujarat,00000000008100015192,1,43550.000000000,0E-9,0E-9
Gujarat,00000000008100014530,0,43539.000000000,0E-9,0E-9
Gujarat,00000000008100013884,0,43528.000000000,0E-9,0E-9
Gujarat,00000000008100013326,0,43528.000000000,0E-9,0E-9
Gujarat,00000000008100011685,0,43528.000000000,0E-9,0E-9
Gujarat,00000000008100000411,0,43512.000000000,0E-9,0E-9
Gujarat,WASTE PAPER BAMBOO,0,43500.000000000,0E-9,0E-9
Gujarat,00000000008100006473,0,43494.000000000,0E-9,0E-9
Gujarat,00000000008100016754,0,43485.000000000,0E-9,0E-9
Gujarat,00000000008100008862,0,43482.000000000,0E-9,0E-9
Gujarat,00000000008100004428,0,43470.000000000,0E-9,0E-9
Gujarat,00000000008100008848,0,43470.000000000,0E-9,0E-9
Gujarat,00000000008100010654,0,43455.000000000,0E-9,0E-9
Gujarat,00000000008100019122,0,43455.000000000,0E-9,0E-9
Gujarat,00000000008100008866,0,43447.000000000,0E-9,0E-9
Gujarat,00000000008100020775,0,43440.000000000,0E-9,0E-9
Gujarat,00000000008100008874,0,43436.000000000,0E-9,0E-9
Gujarat,00000000008100008645,0,43424.000000000,0E-9,0E-9
Gujarat,00000000008100011689,0,43424.000000000,0E-9,0E-9
Gujarat,00000000008100008864,0,43424.000000000,0E-9,0E-9
Gujarat,00000000008100008882,0,43413.000000000,0E-9,0E-9
Gujarat,00000000008100007703,0,43389.000000000,0E-9,0E-9
Gujarat,00000000008100012267,0,43378.000000000,0E-9,0E-9
Gujarat,00000000008100011698,0,43344.000000000,0E-9,0E-9
Gujarat,00000000008100008869,0,43344.000000000,0E-9,0E-9
Gujarat,00000000008100006356,0,43339.000000000,0E-9,0E-9
Gujarat,00000000008100017937,0,43335.000000000,0E-9,0E-9
Gujarat,00000000008100008631,0,43334.000000000,0E-9,0E-9
Gujarat,00000000008100019156,0,43320.000000000,0E-9,0E-9
Gujarat,00000000008100014395,0,43305.000000000,0E-9,0E-9
Gujarat,00000000008100016830,0,43305.000000000,0E-9,0E-9
Gujarat,00000000008100011961,0,43286.000000000,0E-9,0E-9
Gujarat,00000000008100008165,0,43286.000000000,0E-9,0E-9
Gujarat,00000000008100009242,0,43252.000000000,0E-9,0E-9
Gujarat,00000000008100014164,0,43247.000000000,0E-9,0E-9
Gujarat,00000000008100019135,0,43245.000000000,0E-9,0E-9
Gujarat,00000000008100008641,0,43220.000000000,0E-9,0E-9
Gujarat,00000000008100008987,0,43183.000000000,0E-9,0E-9
Gujarat,00000000008100006780,0,43160.000000000,0E-9,0E-9
Gujarat,00000000008100004436,0,43145.000000000,0E-9,0E-9
Gujarat,00000000008100007082,0,43144.000000000,0E-9,0E-9
Gujarat,00000000008100022002,0,43125.000000000,0E-9,0E-9
Gujarat,00000000008100008918,0,43102.000000000,0E-9,0E-9
Gujarat,00000000008100010332,0,43090.000000000,0E-9,0E-9
Gujarat,00000000008100018569,0,43080.000000000,0E-9,0E-9
Gujarat,00000000008100004434,0,43061.000000000,0E-9,0E-9
Gujarat,00000000008100017724,0,43035.000000000,0E-9,0E-9
Gujarat,00000000008100000554,0,43029.000000000,0E-9,0E-9
Gujarat,00000000008100011692,0,43022.000000000,0E-9,0E-9
Gujarat,00000000008100008169,0,43010.000000000,0E-9,0E-9
Gujarat,00000000008100011931,0,42999.000000000,0E-9,0E-9
Gujarat,00000000008100013382,0,42993.000000000,0E-9,0E-9
Gujarat,00000000008100008435,0,42989.000000000,0E-9,0E-9
Gujarat,00000000008100017992,0,42975.000000000,0E-9,0E-9
Gujarat,00000000008100007856,0,42956.000000000,0E-9,0E-9
Gujarat,00000000008100015104,1,42910.000000000,0E-9,0E-9
Gujarat,00000000008100011321,0,42900.000000000,0E-9,0E-9
Gujarat,00000000008100022004,0,42885.000000000,0E-9,0E-9
Gujarat,00000000008100021348,0,42885.000000000,0E-9,0E-9
Gujarat,00000000008100018025,0,42855.000000000,0E-9,0E-9
Gujarat,00000000008100009017,0,42849.000000000,0E-9,0E-9
Gujarat,00000000008100005660,0,42816.000000000,0E-9,0E-9
Gujarat,00000000008100010463,0,42815.000000000,0E-9,0E-9
Gujarat,00000000008100015790,1,42780.000000000,0E-9,0E-9
Gujarat,00000000008100016824,0,42735.000000000,0E-9,0E-9
Gujarat,00000000008100021397,0,42735.000000000,0E-9,0E-9
Gujarat,00000000008100004416,0,42714.000000000,0E-9,0E-9
Gujarat,00000000008100004558,0,42693.000000000,0E-9,0E-9
Gujarat,00000000008100010323,0,42686.000000000,0E-9,0E-9
Gujarat,00000000008100017836,0,42675.000000000,0E-9,0E-9
Gujarat,00000000008100008877,0,42642.000000000,0E-9,0E-9
Gujarat,00000000008100011676,0,42631.000000000,0E-9,0E-9
Gujarat,00000000008100009121,0,42616.000000000,0E-9,0E-9
Gujarat,00000000008100007699,0,42606.000000000,0E-9,0E-9
Gujarat,00000000008100016762,0,42585.000000000,0E-9,0E-9
Gujarat,CLASSIC SEV B GRADE,0,42571.190000000,0E-9,0E-9
Gujarat,00000000008100005528,0,42557.000000000,0E-9,0E-9
Gujarat,00000000008100021191,0,42555.000000000,0E-9,0E-9
Gujarat,00000000008100004409,0,42525.000000000,0E-9,0E-9
Gujarat,00000000008100016777,0,42510.000000000,0E-9,0E-9
Gujarat,00000000008100017575,0,42495.000000000,0E-9,0E-9
Gujarat,00000000008100021589,0,42495.000000000,0E-9,0E-9
Gujarat,00000000008100011965,0,42493.000000000,0E-9,0E-9
Gujarat,00000000008100009246,0,42467.000000000,0E-9,0E-9
Gujarat,00000000008100016850,0,42465.000000000,0E-9,0E-9
Gujarat,00000000008100019020,0,42420.000000000,0E-9,0E-9
Gujarat,00000000008100020708,0,42390.000000000,0E-9,0E-9
Gujarat,00000000008100021949,0,42375.000000000,0E-9,0E-9
Gujarat,00000000008100021634,0,42375.000000000,0E-9,0E-9
Gujarat,00000000008100008850,0,42366.000000000,0E-9,0E-9
Gujarat,00000000008100016323,1,42360.000000000,0E-9,0E-9
Gujarat,00000000008100014880,1,42360.000000000,0E-9,0E-9
Gujarat,00000000008100021785,0,42360.000000000,0E-9,0E-9
Gujarat,00000000008100021577,0,42345.000000000,0E-9,0E-9
Gujarat,00000000008100018662,0,42330.000000000,0E-9,0E-9
Gujarat,00000000008100001548,0,42310.000000000,0E-9,0E-9
Gujarat,00000000008100000498,0,42290.000000000,0E-9,0E-9
Gujarat,00000000008100021357,0,42285.000000000,0E-9,0E-9
Gujarat,00000000008100020766,0,42270.000000000,0E-9,0E-9
Gujarat,00000000008100001511,0,42260.000000000,0E-9,0E-9
Gujarat,00000000008100001515,0,42240.000000000,0E-9,0E-9
Gujarat,00000000008100021835,0,42240.000000000,0E-9,0E-9
Gujarat,00000000008100021599,0,42240.000000000,0E-9,0E-9
Gujarat,00000000008100011089,0,42228.000000000,0E-9,0E-9
Gujarat,00000000008100017523,0,42225.000000000,0E-9,0E-9
