customer_id,customer_name
105058,"KHODIYAR PROVI-NANDAHALL NI PACHAD,"
105054,KHODIYAR PROVI - SAPAR VERAVAL MAIN
115099,KHODIYAR PROVISION STORE
109625,KHODIYAR PROVISION STORE (POPATPARA
109655,KHODIYAR SHOPING CENTER (MAUDI)
101070,KHUSBU ENTERPRISES
115054,KHWAJA TRADERS
115026,KIRANAKART TECHNOLOGIES PRIVATE LIM
111658,KIRAN OIL DEPOT
101077,KIRAN TRADING CO
111721,KIRITKUMAR DALSUKHBHAI THAKKAR
106734,KIRITKUMAR RATILAL.DWARKA
101079,KIRIT SUGAR MERCHANTS
110019,KIRSHNA GENERAL STORE (RAIYA)
103907,KIRTIRAJ OIL INDUSTRIES
108406,KISAN OLEOCHEM DERIVATIES PVT LTD
105061,KISHORBHAI POPATLAL-SARDHAR
114111,KK ACIDS AND CHEMICALS PVT LTD
114481,KKALP OILS
115013,KN AGRI RESOURCES LIMITED
153023,KOKUYO CAMLIN LIMITED
101097,KOMEL TRADING
101098,KOTAK  BROTHERS
115039,KOTYARK INDUSTRIES LIMITED
109521,K.R.FOODS LTD.
108652,KRISHNA ANTIOXIDANTS PVT.LTD
101107,KRISHNA ENTERPRISE VASTRAL
114937,KRISHNA GLOBAL INDUSTRIES
114519,KRISHNA MARKETING
113691,KRISHNA MOHAN OVERSEAS (INDORE) PVT
114360,KRISHNA PROTEINS
105066,KRISHNA PROVI - PEDAK ROAD
152887,KRISHNA PROVISON STORE
101108,KRISHNA SARDAR
105070,"KRISHNA SHOPPING  - PAVAN PARK, KAL"
101115,KRISHNA TRADERS
114538,KRISHNA TRADERS
153005,KRISHNA TRADERS
114968,KRISHNA TRADERS  DIYODAR
101110,KRISHNA TRADERS  SURENDRANAGAR
111376,KRISHNA TRADING
114246,KRISHWA ENTERPRISE
500021,KROMO KIMYA MUM.DAH.TIC.VE SAN.LTD.
105073,KRUSHNAKRUPA TRADING CO. - KOTHARIY
101125,KRUSHNA TRADERS  KHOKHRA
100989,K S TRADERS
113671,KULDEEP KARIYANA STORES
105074,"KULDEVI PROVI - VINOD BHAI ,METODA"
101129,KUMAR TRADERS  SOJITRA
112578,KUSHAL REFOILS
103911,KUSH PROTEINS PVT. LTD.
101137,LADOL VIVIDH KARYAKARI SAHKARI
101138,LADOL VIVIDH KARYAKARI SANGH LTD
105076,LAKSAMI PROVI STORE -AMRAPALI TALKI
109805,LAVJIBHAI RANCHHODBHAI
105077,LAXMANBHAI JINABHAI - SARDHAR
109031,LAXMI GENERAL STORE
103912,LAXMINARAYAN TRADERS
111493,LAXMI PROTEINS
105078,LAXMI PROVI - SARDHAR
112919,LAXMI TRADERS
109126,LAXMI TRADERS  DEHGAM
101162,LAXMI TRADERS NANDASAN
114606,LAXMI TRADING CO
111662,LAXMI TRADING CO-HARIJ
101136,L B TRADERS
113115,LEGACY COMMODITIES PRIVATE LIMITED
115040,LEGACY IMPEX PVT LTD
500196,"LIANYUNGANG DAHUA IND CO,LTD."
112323,LINE O MATIC GRAPHIC INDUSTRIES
114956,LIVERBIRD INTERNATIONAL PVT LTD
101169,LODRA VIVIDH KARYAKARI SAHKARI MAND
153228,LOHIYA EDIBLE OILS PRIVATE LIMITED
114005,LOKESHWARI TRADERS
111551,LOK PRAKASHAN LIMITED
153031,LOK PRAKASHAN LIMITED
105079,LUNAI KRUPA KIRANA - 7LAXAMI NAGAR
113033,MAA ASHAPURA PROTINES
105080,MAA BHAVANI PROVI -PADADHARI
114122,MAA INDUSTRIES
101195,MAA KA BHANDARA PADYATRI SEVA TRUST
152832,MAA VAISHNAVI BRICKS MANUFACTURERS
111603,MADANLAL RANGLAL MUNDRA
113093,MADAN LAL SAMPAT LAL KOTHARI
108330,MADHAVI OIL TRADERS
112609,MADHAVLAL ATMARAM PETHI
101204,MADHAV OIL INDUSTRIES
103532,MADHAV PROVISION STORE  KHODIYAR C
109603,MADHAV PROVISION STORES  (UNI ROAD)
152764,MADHAV SALES
111011,MADHAV TRADERS
500441,Magri DMCC
111611,MAHADEV ENTERPRISE
110363,MAHADEV PROVISION STORE (V.SAPAR)
110625,MAHADEV TRADERS
113962,MAHAKALI CATTLE FOOD STORES
105086,MAHAKALI PROVI -SAPAR VERAVAL
153158,MAHAKALI TRADERS
112803,MAHALAXMI ENTERPRISE
114498,MAHALAXMI JUTE INDUSTRIES
101230,MAHALAXMI KIRANA STORE
103917,MAHALAXMI OIL INDUSTRIES-
115086,MAHALAXMI TRADING
106763,MAHARAJA SUGAR SALES  MANINAGAR
101241,MAHARAJA TRADERS
107605,MAHARASHTRA KIRANA STORES
108586,MAHARASHTRA OIL DEPOT
115096,MAHAVEER SUPER STORE
113847,MAHAVIR CORPORATION
153035,MAHAVIR CORPORATION
153177,MAHAVIR CORPORATION
109689,MAHAVIR GENERAL STORES (PATEL VADI)
105088,MAHAVIR GENRAL STORE -VIMAL NAGAR U
114441,MAHAVIR MARKETING
101249,MAHAVIR OIL CORPORATION
152937,MAHAVIR SALES CORPORATION
105090,MAHAVIR STORES (BABARAVADA) - RAIYA
110871,MAHAVIR SUPER MARKET (KALAVADRD
152848,MAHAVIR TRADERS
101252,MAHAVIR TRADERS  CHIKHALI
110150,MAHAVIR TRADING CO (DHROL)
101257,MAHAVIR TRADING  KALOL
101264,MAHENDRA TRADERS  LIMBAYAT ROAD
110255,MAHESH BROTHERS (RAIYAROAD)
153156,MAHESH ENTERPRISES
112934,MAHESHKUMAR FUSARAMJI KHATRI
103919,MAHESH MASALA GRUH UDHYOG
116140,MAHESH OIL REFINERY
105092,"MAHESH PROVI -,KHODIYARPARA,JAYVIJA"
101272,MAHESH TRADERS
101273,MAHESH TRADERS
153078,MAHESH UDYOG
103922,MAHESHWARI SALES AGENCY
114663,MAHESHWARI TRADING CO
103839,MAHESHWARI TRADING COMPANY
105095,"MAHESWARI PROVI - GANDHI SOCITY,PRA"
152953,MAJISA MARKETING
500433,MAKROCHEMICAL ENDUSTRIYEL KIMYASALL
101292,MALHAR TRADING CO
152973,MALHOTRA BROS & CO PRIVATE LIMITED
101293,MALU TRADERS
112682,MAMA SETH AND COMPANY
105373,MANAK CHAND TARA CHAND
101301,MANGAL AGENCY
112010,MANGALAM GLOBAL ENTERPRISE LIMITED
101303,MANGALAM TRADERS
101302,MANGAL TRADING CO
105097,MANIDHAR PROVI - KHIJADA ROAD.SANJA
152757,MANISH AGRO TECH LIMITED
109754,MANOJKUMAR JENTILAL (J/N)
104746,MANOJ TRADING  JETPUR
109317,MANSI CATERERS
101322,MANTHAN SAGAR PROVISION STORES
101323,MANTORA OIL PRODUCTS PVT LTD
110901,M.A.PROVISION STORE(SADHUVASNIROD
152898,MARICOM AGRO PRIVATE LIMITED
113400,MARUDHAR ENTERPRISE
153234,MARUTI METAL INDUSTRIES
101345,MARUTINANDAN OIL DEPOT
112829,MARUTI OILS
110187,MATA BALA SUNDRI SALES CORPORATION
112712,MATARANI TRADERS
114352,MATESHWARI SUPER STORE
114517,MATRIX LIFE SCIENCE PVT LTD
104260,MAURYA OIL DEPO
108480,MAVJI HARIBHAI OILCAKE INDUSTRIES
106780,"MAYUR PROVI - MAYUR BHAI,DEVPARA SA"
100073,M.B. AGENCIES
107551,M D AND CO
114766,M D INDUSTRIES
500349,Meade-King Robinson & Co. Ltd.
105103,MEERA PROVI-UNIVERCITY ROAD
152798,MEET CHEMICALS
109444,MEET ENTERPRISE
152809,MEGA MART
114963,MEHTA TRADING
110977,MIHIR KIRANA STORES
108311,MIHIR TRADING
108627,MILAN ENTERPRISE
114886,MILAN INDUSTRIES
111035,MILAN OIL INDUSTRIES
101372,MINESH RAMCHANDRA
114914,MISHA ENTERPRISE
110695,MISHIKA ENTERPRISE
101180,M J KOKNIWALA
101172,M J TRADING CO
112928,M J TRADING CO
106751,M K TRADERS  SARKHEJ
101184,M M VORA
115090,MODERN DAIRIES LTD
114697,MODERN GENERAL STORE
105104,MODERN SUPER MARKET-150 FIT ROAD
101378,MODHESHWARI TRADERS
113630,MODULUS COSMETICS PRIVATE LIMITED
106785,MOHAMADALI BATA KIRANA MERCHANT
101393,MOHANLAL JAMNADAS
101394,MOHANLAL KACHARALAL
101398,MOHANLAL RAYCHAND MODI
114338,MOHAN TRADERS
152818,MOHINI ORGANICS PRIVATE LIMITED
115072,MONICA ENTERPRISES
106791,MOON LIGHT TRADRES  KALUPUR
500404,Mosselman Oleochemicals
114960,MOTAPA CASTING INDUSTRIES
112208,M P ENTERPRISES
101173,M RASIKLAL AND CO
152900,M RASIKLAL AND CO
101185,M R  ENTERPRISE
113390,M SAMIR & CO
114977,M/s BHOLE ENTERPRISE
114730,M/s FLAVOURS OF SINDH
152790,M/S. ISMAILBHAI MOHMEDBHAI & CO.
152939,M/S KARSANDAS RANCHODDAS
152737,M S LAXMI NARYAN TRADERS
153022,M/S MAHADEV AGRO OILS
100070,M/S M.D.HOMOEO LAB. PVT.LTD.
116163,M/S OM GREIHA UDYOG
153052,M/S. OM SHRI AGRO INDUSTRIES
114836,M/S SHAGUN ENTERPRISES
114854,M/S SURAJ SHREE CHEMICALS LTD
112108,MUDRA MARKETING
106797,MUKESH CORPORATION
111516,MUKESH TRADING
101416,MUKHI SALES KANODAR
101417,MUKTJIVAN TRADERS  KOKHRA
106799,MURLIDHAR JANRAL STORES -HARIPAR PA
110916,MURLIDHAR KARIYANA (KALAVAD)
105110,MURLIDHAR PROVI - METODA G.I.D.C
105111,MURLIDHAR PROVI STORE -GANDHI GRAM
500429,"Musim Mas, PT"
101428,MUSTAFA TRADING
112590,NAGOD RUNDHWADA V KA SAHAKAR
115022,NAJMUDDIN TRADING CO.
111380,NAKODA SALES AGENCY
103166,NAKODA SUPER MARKET
101442,NAMDAR TRADING CO
113838,NANDI SUGAR
500359,"NANJING YEDU TRADE CO., LTD"
153045,NARAYANA AGRO OILS PRIVATE LIMITED
103167,NARAYANI TRADING CO
113990,NARENDRA KIRANA STORE
101464,NARENDRAKUMAR AND BROTHERS
101469,NARESH TRADERS
111152,NARMADA BIO CHEM LIMITED
111806,NARMADA KRUPA ANAJ TEL BHANDAR
152948,NARMADARAJ INDUSTRIES LIMITED
152956,NARMADA SENDRIYA FERTILIZERS
109422,NATIONAL TREADING COMPANY
153242,NATRAJ INDUSTRIES
113172,NAVDEEP GENERAL STORES
109731,NAVDEEP PROVISION STORE (V S)
109507,NAVKAR KIRANA STORES
110809,NAVKAR OIL AND FOOD
114512,NAVKAR TRADERS
108636,N.B.BROTHERS -RAIYAROAD
153058,NEEMUCH PROTEINS LIMITED
111424,NEMI AGRI BUSINESS
111878,NEMINATH TRADERS  MADHI
114553,NEMINATH TRADERS  VYARA
153014,NEW BALAJI SUPER MARKET
152840,NEW CHAMUNDA KIRANA STORE
111851,NEW DEVANSH TRADING
153175,NEW GAJANAND TRADERS
153148,NEW HI-TECH PLASTICS ADDITIVES
110292,NEW MATRI SUPER MARKET(KRUSH)
108370,NEW RAMDEV TRADING MANSA
101512,NIKHIL ENTERPRISE
110876,NIKUNJBHAI MANOJBHAI (TANKARA)
110994,NILESHKUMAR RAMANLAL SHAH
112334,NILESH TRADING CO
101522,NILKANTH OIL DEPO
110266,NILKANTH PROVISION STORE (AMBIKATOW
101525,NILKANTH TRADING CO  MORBI
109994,NILKHANTH GENRAL STORE (INDRAPRASTH
105119,NIRALI PROVI - KHODIYAR PARA
103575,NIRAV TREDERS  JAMNAGAR
108996,NIRMA LIMITED-MANDALI
107285,NITIN KUMAR & BROTHERS - SARDHAR
101535,NITIN TRADING CO
113753,N J SONS RETAIL GROUP
111825,N J TRADERS
1201,N. K. INDUSTRIES LTD.
1104,N K Proteins ltd-Olixer STO
1111,N K PROTEINS PRIVATE LIMITED MUNDRA
1109,N K PROTEINS PVT LTD-PALANPUR
110925,NOVINO SOAP & CHEMICALS
101541,NURBHAI IBRAHIM AND CO
101542,NURBHAI PIRBHAI AND CO
109469,NURE MOHMADI
101543,NURUDDIN KALABHAI BEKHUSHI AND SONS
109067,NUTAN TRADERS
152933,NUTRI AGRO EXPORTS PVT LTD
114181,OLIXIR LOCAL SALES
153033,OLIXIR RETAILS (LOCAL)
101552,OLPAD GROUP CO.OP.TUVE.DAL & BHOU S
109591,OM AGENCY
113779,OMEL INDUSTRIES
109717,OM GENRAL STORES (SATYSAIROAD)
114966,OM INTERNATIONAL
110377,OM PROVISION STORE (GANDHIGRAM)
107908,OM SAI OIL TRADERS
109559,OM SAI PROVISION STORE (SHRIJI COM)
152750,OM SHANTI KIRANA
153059,OM SHIV GANESH INDUSTRIES
100036,OM VISHNU BRICKS INDUSTRIESLLP
153136,ONKAR LAL KALU LAL JAIN
500402,Organic Rocks Fertilizer LLC
106825,ORNA GRUP VIVIDH KARYAKARI S MAN
114309,OSWAL TRADING
110534,OZONE PROCON PRIVATE LIMITED
114996,PACE VENTURES PRIVATE LIMITED
153012,PACIFIC INDUSTRIES
152992,PACIFIC OVERSEAS
153037,PACIFIC OVERSEAS
105393,PADMA TRADERS
115025,PADMAVATI SALES AGENCY  AHMEDABAD
152883,PALAK ENTERPRISE
114952,PALIWAL MARKETING
109399,PANCHOLI ARVIND VADILAL
103177,PANKAJ JAIN IND  NEW DELHI
101585,PANNALAL JAGDISHCHANDRA
101586,PANPALIYA TRADERS
105395,PARAS GENERAL STORE
101590,PARASNATH FOOD PRODUCTS
114054,PARAS OILS
105127,"PARAS PROVI - ASHOK BHAI,LAXAMIVADI"
101588,PARAS TRADERS
152723,PARAS TRADERS
105396,PARAS TRADING COMPANY
114693,PARESH ENTERPRISE
104778,PARESH TRADERS
108600,PARISHI ENTERPRISES
101597,PARISHRAM TRADING CO
101598,PARKAR OIL ENTERPRISE
116138,PARLE BISCUITS PRIVATE LIMITED
115043,PARSHWANATH TRADING
115042,PARSHWAPADMAVATI TRADING
105131,"PARSVA PROVI - 150FT RD, BIG F.M NI"
110973,PARTH TRADING CO
101605,PARVSHNATH TRADING COMPANY
153162,PASAND BIOTECH
111788,PASAND DRILLING FLUID TECHNOLOGY
153243,PASAND OILTECH
153244,PASAND SOAP AND CHEMICAL INDUSTRIES
153163,PASAND SPECIALITY CHEMICALS
152868,PASHUPATI COTSPIN LIMITED
113387,PASHUPATI COTTON INDUSTRIES
113992,PATANJALI FOODS LIMITED
111572,PATEL CHANDULAL VASHRAMBHAI
110274,PATEL GENERAL STORE (AMBIKATOWN)
109797,PATEL GOVINDBHAI POPATBHAI
109596,PATEL GRUH VASTU BHANDAR (SORA)
107729,PATEL PRABUDAS KISHORDAS B P TRUST
112332,PATEL PRAVINKUMAR AMRUTLAL
112119,PATEL RAMJIBHAI PARBATBHAI AND CO
109801,PATEL RAVJIBHAI VIRAJIBHAI
152884,PATEL SNEHAL BHARATBHAI
113887,PATEL TRADING COMPANY
153179,PATEL VINODKUMAR RANCHHODLAL
110867,PATEL VIPULKUMAR HASMUKHRAI
152911,PAVAN SHREE AGENCY
114129,PAWAN TRADERS
500321,PCG PCC OXYALKYLATES SDN. BHD.
153178,PEE CEE COSMA SOPE LIMITED
101623,PETLAD TALUKA VEPARI SANGH
101624,PINJARAT SEVA SAHKARI MANDALI LTD
114712,PIONEER HOSPITALITY SERVICES
105147,PITRUKRUPA PROVI -  METODA G.I.D.C
109478,PIYUSH KIRANA STORES
105148,"PIYUSH PRAVI - RAIYA ROAD,KANAIYA C"
101627,PIYUSH TRADERS  KHOKHRA
101628,PIYUSH TRADERS  THAN
113761,POOJA PHARMA
101634,POOJA TRADERS
100199,POOJA TRADING COMPANY
153167,POONAMJI OIL INDUSTRIES PRIVATE LIM
152839,POPATLAL AMTHALAL SHAH
153041,POPULAR TRADERS
107500,PRABHAT ENTERPRISE
114762,PRABHAT KIRANA STORES
101636,PRABHAT TRADING CO
106837,PRADIP TRADERS  ISANPUR
104788,PRAFULCHANDRA AND CO
152888,PRAGATI GENERAL STORES
152931,PRAGJI GOPALJI AND SONS
110585,PRAJAPATI PROVISION (BAJRANGVADI)
105398,PRAKASH AGENCIES
108982,PRAKASHKUMAR AND COMPANY  KALOL
110674,PRAKASH SUPER STORES
111167,PRAKASH TRADERS BHANVAD
112740,PRAKASH TRADING CO
107095,PRAMUKH COTTON. -
113451,PRAMUKH GENERAL TRADERS AND SUPPLIE
101660,PRASHANT CHAMPAKLAL
153209,PRATAAP SNACKS LIMITED (UNIT-II)
106844,PRATHAM AGRO VET IND
101661,PRATHAM ENTERPRISE
112228,PRATHAM TRADERS
115058,PRAVINKUMAR KESHAVLAL PATEL
101664,PRAVIN TRADING CO
101670,PREMCHAND AMRUTLAL
101676,PRIYAG TRADERS
100276,P.R.S.MILLS
111117,PRUSHTI PROVISION STORE (MAUDI)
114759,P SONI JEWELS LLP
500304,PT  ALKINDO MITRARAYA
500409,PT. Fis Inti Sejahtera
500434,PT. Tri Berkat Oleochem
105151,PUJA PROVI STORE-BHAGAT SINH GARDEN
111031,PUNAGRI ENTERPRISES
101683,PUNEET UDYOG
113971,PUNGALIA TRADERS
114631,PUREWAYS AGRO OILS PVT LTD.
112433,PURV TRADING COMPANY
113573,QUBIC ENGINEERING SOLUTIONS
153043,RABBANI TRADERS
100006,RACHANA SABUN UDHYOG
152799,RADHAKRISHNA TRADING COMPANY
114408,RADHE ENTERPRISE
101715,RADHE ENTERPRISE.UPLETA
113010,RADHE PROVI STORES LAXMINAGAR
109586,RADHESHYAM GENERAL STORE & DARY FRA
111798,RADHESHYAM TRADING CO
113636,RADHYA TRADERS
114291,RAGHAV ENTERPRISE
109730,RAGHUNANDAN PROVISION STORE (S V)
110522,RAGHUVANSHI PROVISION (KOTH.SOLVNT)
109729,RAGHUVIR PROVISION STORE (V S)
113139,RAHAT KIRANA STORE
105166,"RAHIM STORE-SANTKABEER ROAD,SHAKTI"
112936,RAHUL TRADERS
110751,RAJA CORPORATION
114688,RAJA ENTERPRISE
101744,RAJASTHAN PROVISION
101745,RAJAT ENTERPRISE
114947,RAJA VIHAT SCRAP
112133,RAJENDRAKUMAR BADAMILAL SHAH
101753,RAJENDRAKUMAR RAMESHKUMAR AND CO
113334,RAJESHKUMAR JAYANTILAL AND CO
112463,RAJESHKUMAR SHANTILAL
152736,RAJESHKUMAR SHANTILAL DOSHI
100263,RAJESH OIL MILL
113802,RAJESH TRADING CO
153176,RAJGOR PROTEINS LIMITED
103959,RAJ INDUSTRIES - NALGADH
112345,RAJIV PETROCHEMICALS PVT LTD
109928,RAJKAMAL TEA DEPO
107299,RAJ KIRANA -GANDHI GRAM
101763,RAJKOT OIL DEPO
104273,RAJ OIL CO
153180,RAJ OIL ENTERPRISES
113359,RAJ SOLVEX PRIVATE LIMITED
111305,RAJ TRADERS
115045,RAJUL PROVISION
105168,"RAJ VASTU -RAIYA ROAD,AMBIKA PARK P"
101779,RAKESH TRADERS-
101780,RAKESH TRADERS  VADHVAN
116143,RAMA IMPEX
152795,RAMALINGAM AGRO TECHQ
101792,RAMANLAL FULCHAND
152922,RAMAPIR SALE AGENCY RANIWARA
104811,RAMCHANDANI BROTHERS
112927,RAMDEV FOOD PRODUCTS PRIVATE LIMITE
111670,RAMDEV OIL
114689,RAMDEV OIL
111722,RAMDEV PROTEIN
105178,RAMDEV PROVI STORE -KOTHARIYA ROAD
111785,RAMDEV TRADING CO
153168,RAMDUT OIL AND FATS
101809,RAMESHCHANDRA THAVARDAS GWALANI
110682,RAMESH PROVISION STORE (CHUNARAVAD)
153151,RAMESHWARI TRADERS
101814,RAMESHWAR TRADERS
114507,RAMGOPAL RATANLAL
101822,RAMNIKLAL MAGANLAL
104528,RAM RATTAN VIJAY KUMAR
101828,RANCHHODRAI GOODS
105182,RANCHODRAI KIRANA - GANDHI GRAM
106876,RATILAL AND SONS  SOLA
102896,RAVI KIRANA STORE BORSAD
100259,RAVINDRA OIL  INDUSTRIES
105184,RAVI PROVI - SARDHAR
101854,RAVJIBHAI AND SONS
109519,R D ENTERPRISE
108366,R D SALES  CORPORATION  AHMEDABAD
101695,R D SALES CORPORATION  SURAT
111317,REAL AND NATURAL HERBALS
114620,Reliance Retail Limited
100277,RELIANCE RETAIL LIMITED INDORE
113798,RELIANCE RETAIL LIMITED JAMNAGAR
113382,RELIANCE RETAIL LIMITED JHAJJAR
152901,RELIANCE RETAIL LIMITED LUCKNOW
114078,RELIANCE RETAIL LIMITED RAIPUR
113380,RELIANCE RETAIL LIMITED RAJPURA
114735,Reliance Retail Limited SAAH
114734,Reliance Retail Limited SH71
114934,RELIANCE RETAIL LIMITED SL6S
152860,RELIANCE RETAIL LIMITED Zundal
113114,RELIANCE RETAIL LTD AMBAWADI
114637,Reliance Retail Ltd Aslali
113641,Reliance Retail Ltd Iscon 6202
108300,RELIANCE RETAIL LTD SMART  AHMEDABA
108616,RELIANCE RETAIL LTD SMART SURAT
113768,RHEA ASSOCIATES
500277,Ricinomex S de RL de CV
113784,RIDDHI METAL AND CHEMICALS
105406,RISHABH KIRANA STORE
109466,RITESH INTERNATIONAL LTD
111949,RIYA TRADERS
152904,R.K TRADERS
114709,ROHIT ENTERPRISES
152850,ROHIT TRADERS
107404,RONAK AGENCY
107840,ROOP RAJAT TRADING CO
101870,ROSHANI TRADING CO
110322,ROYAL SUPER MARKET(NANDANVAN2)
109392,ROYAL TRADING
101704,R.R. CORPORATION
152893,R SHANTILAL & CO
152725,RUBBER KING TYRE PVT LTD
105191,"RUCHA PROVI-SETH NAGAR,JAMNAGAR ROA"
153193,RUDRA ENTERPRISE
153154,RUSHABH INDUSTRIES
100033,RYSA AGRI PRODUCTS LLP
110634,SABNAM PROVISION STORE (CHUNARAVAD)
105194,SADGURU PROVI -  LAXMI NAGAR (G.E.B
100027,SADGURU SALES AGENCY
101895,SADGURU TRADING CO
108583,SADIKALI MAHMADALI
112809,S A ENTERPRISE
153164,SAGAR BARDAN BHANDAR
152892,SAGAR INTERNATIONAL
105199,SAGAR PROVI - SAPAR VERAVAL
107311,"SAHAYOG PROVI - SAHAYOG COMPALEX,ME"
101902,SAHIM SALES AGNENCY
113841,SAHJANAND INDUSTRIES
109866,SAHJANAND KIRANA BHANDAR (KALAWAD R
114542,SAI CHEMICALS
114119,SAI DISTRIBUTORS
114422,SAI DRISHTI
101905,SAI KIRANA STORES
101910,SAIKRUPA OIL CENTER
101911,SAINATH ENTERPRISE
152962,SAI SMARAN FOODS PVT LTD
152824,SALASAR AGROVAT PRIVATE LIMITED
113769,SALES OLIXIR (LOCAL)
113770,SALES OLIXIR (OUTSTATE)
114417,SAMIR TRADING CO
116169,SAM'S MARKET
153150,SANGAM SALSE PRIVATE LIMITED
152873,SANGHARSH LIFECARE PVT LTD
101927,SANGNA TRADING CO
112292,SANJAY PACKAGING
153240,SANJAY SABOON UDYOG
111947,SANJAY SOLVEX PRIVATE LIMITED
152976,SANJAY SOYA PRIVATE LIMITED
112773,SANJAY STORES
101931,SANJAY TRADING CO
101940,SANKARCHAND JECHAND AND SONS
108334,SANTKRUPA ENTERPRISE
105204,SANTOSH JANRAL STORES  - MOTA MOUVA
113019,SANTOSH METAL
103209,SANTOSH OIL MILL
113889,SANTOSH TRADERS
114203,SANVALIYA TRADERS
113060,SARASWATI INDUSTRIES
101953,SARASWATI TRADING CO
114103,SARASWAT KIRANA STORES
112942,SARDAR AGRO AGENCY
101954,SARJIT TRADERS
101955,SARTHI TRADERS
103979,SARVODAYA REFINERY PVT. LTD.
152728,SARVODAY OIL INDUSTRIES
109970,SARVODAY VASTU BHANDAR (KALAVAD)
105208,SATANI JANRAL STORES -MUNJKA
105209,SATNAM  JANRAL -JAKSAN
110949,SATNAM KIRANA BHANDAR
111461,SATYAM SALES AGENCY
101963,SATYANARAYAN TRADERS
101968,SAURASTRA SUGAR CORPORATION
152722,SAVATTA FOOD PRIVATE LIMITED
101881,S A VORA
101970,SAYAN KHAND UDHYOG  FACTORY
101971,SAYAN KHAND UDHYOG  SHOP
109802,SEJPAL SWEET MART (TANKARA)
500198,SEL SAFAA COMPANY
101975,SEVANI KHETI PAK RUPANTER
152783,SHAGUN PHARMACEUTICALS
101978,SHAH AND COMPANY
112744,SHAH CHANDRAKANT LAHERCHAND
152763,SHAH JETHALAL DOONGARSHI & CO
103218,SHAH RAJNIKANT RAMANLAL & CO
111990,SHAH RAMESHCHANDRA AMRUTLAL AND CO
113269,SHAH TRADERS
101983,SHAIKH ALIHUSAIN E PITOLWALA
114708,SHAILESH TRADERS
103221,SHAKTI INDUSTRIES.
113947,SHAKTI S MART
101988,SHAKTI TRADERS
153152,SHALEEN ENTERPRISES
500442,Shanghai caicheng international tra
500264,SHANGHAI CHOSEN CHEMICAL
500297,Shanghai Fuming Sealing Materials C
500384,SHANGHAI HOLLY CHEMICAL LIMITED
500153,"Shanghai Yong Lan Int. Trade Co.,Lt"
112315,SHANKERLAL MOHANLAL GURU HUF
106921,SHANTINATH TRADING CO  MEGHANINAGA
102015,SHANTINNATH TRADING CO BHILAD
500286,Shanxi Jinchi International
103035,SHEO NARAIN MAL RAM AUTAAR
107559,SHETH DIPAKBHAI JAMNADAS AND SONS
108532,SHITAL INDUSTRIES PVT. LTD
102024,SHITAL TRADING
152727,SHIVAJI TRADERS
102043,SHIVAM ENTERPRISE
111456,SHIVAM ENTERPRISE
109724,SHIVAM KIRANA BHANDAR (S V)
112759,SHIVAM OIL TRADERS
109783,SHIVAM PROVISION STORES (GANDHIGRAM
109481,SHIVAM TRADELINK
153212,SHIV EDIBLE OILS
105221,SHIV GENARAL STORE -AIRPORT ROAD
105222,SHIV GORAKS PROVI-SASTRI NAGAR
114528,SHIVKRUPA TRADING CO
102026,SHIV KRUPA TRADING  DEESA
105223,SHIV PROVI STORES -SARDHAR
153157,SHIV SHAKTI ENTERPRISE
114696,SHIV SHAKTI TRADERS
102030,SHIV SHAKTI TRADING CO
153219,SHIV SHAKTI TRADING CO.
113941,SHIV SHAKTI TRADING COMPANY
102033,SHIV SHAKTI TRADING NADIAD
109289,SHIV TRADERS  NADIAD
110158,SHIV TRADING (DHROL)
105229,SHRADDHA JANRAL PROVI-VERAVAL SAPAR
104290,SHRADDHA PROVISION STORES
105231,SHRADDHA PROVI STORE -KRUSHNA NAGAR
107706,SHRADHA TRADING COMPANY
112553,SHREE ADINATH TRADERS
114229,SHREE AGRAWAL TRADING CO
114921,SHREE AMBICA MARKETING
113409,SHREE ARBUDA SUPER MALL
100171,SHREE ASHAPURA ENTERPRISE
104201,SHREE ASHAPURA OIL TRADING COMPANY
111481,SHREE ASHTAVINAYAK TRADING COMPANY
152800,SHREE BALAJI ENTERPRISE
152923,SHREE BALAJI SALES
109489,SHREE BALAJI TRADERS KADI
112474,SHREE BALGOPAL SEVA TRUST
114978,SHREE BANKYARANI OIL CENTER
153026,SHREE BHAGWAD KRUPA PROVISION STORE
114707,SHREE CHEM
111564,SHREE DEVPRAKASH TRADERS
113519,SHREE GANESH TRADING CO.
153021,SHREE GANGA IMPEX
113384,SHREE GOODLUCK OIL AND COTTON INDUS
113344,SHREE GURUKRUPA TRADELINK
153192,SHREE HARI AGRO INDUSTRIES LTD.
109059,SHREEJI BAPA ENTERPRISE
108443,SHREEJI TRADERS
111974,SHREEJI TRADERS
152902,SHREE KASHTABHANJAN OIL MILL
152977,SHREE KRISHNA OIL MILLS
103997,SHREE LAXMI ENTERPRISE-VISNAGAR
102070,SHREE LAXMI KIRANA STORE
114176,SHREE LAXMI TRADERS  AHMEDABAD
116149,SHREE MAHAKALI TRADING
114954,SHREE MAHESHWARI TRADING
114557,SHREE NAKODA MARKETING
102072,SHREE NAKODA OIL DEPO
111436,SHREE NILPAVAN OIL MIL
112417,SHREE PADMA TRADING CO
105233,SHREE PROVI - METODA G.I.D.C
115030,SHREE RAJENDRA KIRANA STORES
101769,SHREE RAJMOTI MARKETING
114075,SHREE RAM CATTLEFEED
